CODICE ESERCIZIO,tipo,provincia,comune,categoria,tipologia,denominazione,localita,frazione,indirizzo,cap,telefono,cellulare,fax,email,sito,n_camere,n_posti_letto,n_bagni,periodo_apertura,varie_centro_abitato,varie_zona_aereoporto,varie_zona_stazione_ff_ss,varie_in_campagna,varie_sul_mare,varie_sul_lago,varie_sul_fiume,varie_zona_imp_risalita,varie_interesse_storico,varie_villa,varie_castello,accessibile,ascensore,ristorante,ristorante_convenzionato,ristorante_vegetariano,tavola_calda,bar,giochi_bambini,sala_lettura,sala_tv,sala_tv_comune,parco_giardino,animali_domestici,servizio_congressi,servizio_congressi_min,servizio_congressi_max,accettazione_gruppi,accesso_mezzi_pubblici,accesso_mezzi_privati,parcheggio_non_custodito,garage,trasporto_clienti,pulizia_calzature,lavatura_stiratura,baby_sitting,altri_impianti_servizi,custodia_valori_cassaforte,custodia_val_cassetta_sicur,vasca_idromassaggio,doccia_idromassaggio,doccia_sauna,sauna_privata,palestra,impianti_termali,centro_benessere,spiaggia_riservata,discoteca,postazioni_internet,tv_satellitare,aria_condizionata,lingua_inglese,lingua_francese,lingua_spagnola,lingua_tedesca,altre_lingue,tennis,piscina_coperta,piscina_scoperta,golf,equitazione,vela,windsurf,sub,ricarica_bombole_sub,sci_nautico,sci_montano,ormeggio,altri_impianti_sportivi,american_express,carta_si,diners,eurocard_mastercard,jcb,visa,bancomat_pos,cirrus,maestro,altre_carte_credito
56,Alberghi,UDINE,VENZONE,1 Stella *,Casa principale,DA MICHELE,-,-,"VIA PONTEBBANA, 20",33010,0432 985045,338-9134491,0432 985045,info@albergodamichele.com,http://www.albergodamichele.com,11,21,11,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,SI,NO,NO,NO,NO,NO,0,0,NO,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,SI,-
57,Alberghi,UDINE,MALBORGHETTO VALBRUNA,3 Stelle ***,Casa principale,HOTEL SAISERA,VALBRUNA,-,"VIA ALPI GIULIE, 38",33010,-,366 1114229,-,,,27,72,27,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,Con difficoltà,SI,SI,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,1,99,SI,NO,SI,SI,NO,SI,SI,NO,SI,-,SI,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,fitness  sala relax con sauna,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
58,Alberghi,PORDENONE,CORDENONS,3 Stelle ***,Casa principale,NAONIS,-,-,"VIA MUSIL, 1",33084,0434 541014 - 542396,-,0434 542754,info@hotelnaonis.it,http://www.hotelnaonis.it,29,61,29,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,SI,SI,NO,0,0,SI,SI,NO,SI,NO,NO,NO,SI,NO,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,NO,NO,SI,SI,NO,SI,-
61,Alberghi,UDINE,TRICESIMO,2 Stelle **,Casa principale,AL CAVALLINO BIANCO,-,ARA GRANDE,"VIA SAN BARTOLOMEO, 13",33019,0432 851121,-,0432 854214,trattoriaalcavallinobianco@virgilio.it,http://www.alcavallinobianco.com,7,17,7,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,SI,NO,NO,NO,SI,SI,NO,0,0,SI,NO,SI,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
62,Alberghi,PORDENONE,ZOPPOLA,3 Stelle ***,Casa principale,HOTEL TUAN,-,CUSANO,"VIA NAZIONALE, 3",33080,0434 97087,-,0434 97087,info@hoteltuan.it,http://www.hoteltuan.it,39,76,39,01.I - 31.XII,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,SI,NO,NO,NO,SI,NO,SI,SI,NO,SI,NO,SI,10,70,SI,SI,SI,NO,SI,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
63,Alberghi,PORDENONE,ZOPPOLA,3 Stelle ***,Casa principale,ALBERGO DA LUCIANO,-,ORCENICO SUPERIORE,"VIA CASARSA, 106",33080,0434 977251,-,0434 977111,daluciano@libero.it,http://www.hoteldaluciano.com,26,47,26,01.I - 31.XII,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,NO,SI,NO,SI,SI,SI,NO,SI,SI,NO,NO,SI,SI,0,35,SI,NO,SI,SI,SI,SI,NO,SI,NO,WI-FI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
64,Alberghi,PORDENONE,TRAMONTI DI SOTTO,1 Stella *,Casa principale,ANTICA CORTE,-,CAPOLUOGO,"PIAZZA SANTA CROCE, 5",33090,0427 869020,348 8079141,-,r.bondio@alice.it,,9,24,9,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,SI,NO,SI,SI,NO,NO,-
65,Alberghi,PORDENONE,VIVARO,3 Stelle ***,Casa principale,GELINDO DEI MAGREDI,-,-,"VIA ROMA, 14",33099,0427 97037,335 7170805-6-7-8,0427 97515,info@gelindo.it,http://www.gelindo.it,9,16,9,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,SI,SI,SI,NO,NO,NO,SI,SI,NO,0,0,SI,SI,SI,SI,NO,SI,NO,NO,NO,vendita prodotti tipici,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,Bike,NO,SI,SI,SI,NO,SI,SI,SI,SI,-
66,Alberghi,PORDENONE,SPILIMBERGO,3 Stelle ***,Casa principale,STELLA D'ORO,-,-,"VIA XX SETTEMBRE, 58",33097,0427 2262,-,0427 927431,info@albergostelladoro.net,http://www.albergostelladoro.net,33,81,33,01.I - 31.XII,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,SI,NO,SI,NO,NO,NO,SI,NO,SI,SI,20,200,SI,NO,NO,SI,NO,NO,NO,NO,NO,VENTILAZIONE FORZATA,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,ventilazione forzata nelle camere. Bar climatizzato.,SI,SI,SI,SI,SI,SI,SI,NO,NO,-
68,Alberghi,PORDENONE,SPILIMBERGO,2 Stelle **,Casa principale,MICHIELINI,-,-,"VIALE BARBACANE, 3",33097,0427 50450,-,0427 928634,michielini@libero.it,,15,25,15,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,NO,0,0,SI,NO,NO,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,NO,-
69,Alberghi,PORDENONE,SEQUALS,1 Stella *,Casa principale,CANTINA AL BOTTEGON,-,-,"VIA G.D. FACCHINA, 13",33090,0427-93328,-,0427-450206,teodora.foscato@libero.it,,8,12,8,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,SI,SI,NO,NO,NO,NO,NO,NO,SI,SI,SI,10,60,SI,SI,NO,SI,NO,NO,NO,SI,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
70,Alberghi,PORDENONE,SPILIMBERGO,4 Stelle ****,Casa principale,GRAND HOTEL PRESIDENT,-,-,"VIA CIVIDALE, 10",33097,0427 51002,-,0427 926889,info@grandhotelpresident.it,http://www.grandhotelpresident.it,33,67,33,"24.III - 26.III, 03.IV - 31.XII",SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,SI,SI,SI,10,160,SI,SI,SI,SI,NO,NO,NO,SI,NO,-,SI,SI,NO,NO,SI,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,NO,NO,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,SI,SI,NO,SI,SI,SI,SI,-
71,Alberghi,PORDENONE,SEQUALS,2 Stelle **,Casa principale,BELVEDERE,-,-,"VIA ODORICO, 54",33090,0427 93016,-,0427 938993,info@albelvedere.it,http://www.albelvedere.it,22,32,22,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,SI,NO,NO,NO,SI,SI,NO,0,0,SI,SI,NO,SI,SI,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,-,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
72,Alberghi,PORDENONE,SEQUALS,1 Stella *,Casa principale,FAION,-,SOLIMBERGO,"PIAZZA DELLA CHIESA, 9",33090,0427-93020,-,0427-93020,,,12,22,9,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,0,0,SI,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
73,Alberghi,PORDENONE,SAN VITO AL TAGLIAMENTO,1 Stella *,Casa principale,AI TIGLI,-,SAVORGNANO,"PIAZZA DEL TIGLIO, 16",33070,0434 80201,-,0434 80201,aitigli2003@libero.it,,8,14,6,01.I - 31.XII,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
74,Alberghi,PORDENONE,SAN VITO AL TAGLIAMENTO,3 Stelle ***,Casa principale,PATRIARCA,-,-,"VIA PASCATTI, 6",33078,0434 875555,-,0434 875353,hotelpatriarca@hotelpatriarca.it,http://www.hotelpatriarca.it,27,49,27,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,NO,NO,NO,SI,NO,NO,SI,NO,NO,SI,SI,10,140,SI,NO,SI,NO,SI,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
75,Alberghi,UDINE,PONTEBBA,2 Stelle **,Casa principale,CAFFE' VECCHIO,-,-,"VIA ROMA, 13/15",33016,-,-,-,,,14,25,14,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,0,0,SI,NO,SI,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
76,Alberghi,PORDENONE,SAN QUIRINO,3 Stelle ***,Casa principale,LA PRIMULA,-,-,"VIA SAN ROCCO, 47",33080,0434 91005,-,0434 917563,info@ristorantelaprimula.it,http://www.ristorantelaprimula.it,7,14,7,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,SI,SI,NO,NO,NO,NO,SI,NO,NO,0,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
77,Alberghi,PORDENONE,SACILE,3 Stelle ***,Casa principale,HOTEL ITALIA,-,-,"VICOLO DAL FABBRO, 1",33077,0434 70351,-,0434 781678,info@hotelitaliasacile.it,http://www.hotelitaliasacile.it,11,22,11,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,0,0,SI,NO,SI,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,NO,NO,ALBANESE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,NO,-
78,Alberghi,PORDENONE,SACILE,4 Stelle ****,Casa principale,DUE LEONI,-,-,"PIAZZA DEL POPOLO, 24",33077,0434 788111,-,0434 788112,info@hoteldueleoni.com,http://www.hoteldueleoni.com,60,130,62,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,NO,SI,NO,NO,SI,NO,SI,SI,NO,NO,NO,SI,30,130,SI,SI,SI,NO,SI,NO,SI,SI,NO,"PAY TV DIGITALE  INTERNET TV,  INTERNET WI-FI SYSTEM",SI,NO,NO,NO,NO,SI,SI,NO,SI,NO,NO,NO,SI,SI,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
79,Alberghi,PORDENONE,PRATA DI PORDENONE,3 Stelle ***,Casa principale,HOTEL VILLA MONICA,-,PRATA DI SOPRA,"VIA DE CARLI, 26",33080,0434 621191,-,0434 621443,info@hotelvillamonica.it,http://www.hotelvillamonica.it,16,26,18,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,Accessibile,SI,SI,NO,NO,NO,SI,NO,SI,SI,NO,NO,NO,SI,30,50,SI,SI,SI,SI,NO,SI,SI,SI,SI,-,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
80,Alberghi,PORDENONE,ROVEREDO IN PIANO,3 Stelle ***,Casa principale,HOTEL DE ROSA GARNI' PIZZERIA ROSALBA,-,-,"VIA PIONIERI DELL'ARIA, 60",33080,0434 946134,339 7501116,-,derosaliberato@alice.it,,9,22,8,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Eccellente,NO,NO,NO,NO,NO,SI,NO,SI,NO,SI,NO,NO,NO,0,0,SI,SI,SI,NO,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
81,Alberghi,PORDENONE,PRATA DI PORDENONE,3 Stelle superior ***,Casa principale,PRATA VERDE,-,PRATA DI SOPRA,"VIA ANGELO DINO DE CARLI, 42",33080,0434 621619,-,0434 620277,info@prataverde.it,http://www.prataverde.it,21,33,22,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,NO,NO,SI,NO,NO,SI,SI,SI,SI,NO,SI,SI,NO,0,80,SI,SI,SI,SI,NO,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"convenzione campo golf, palestra, piscina",SI,SI,SI,SI,NO,SI,SI,NO,SI,-
82,Alberghi,TRIESTE,MUGGIA,2 Stelle **,Casa principale,OASI,AQUILINIA,-,"VIA FLAVIA DI AQUILINIA, 39",34147,040 231745,-,040 231745,g.market@libero.it,http://hoteloasitrieste.com,10,20,11,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Eccellente,SI,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,0,0,NO,NO,SI,SI,NO,SI,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,SI,NO,"CROATO, SLOVENO, SERBO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PALESTRA,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
83,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Dipendenza,LA PERGOLA DEPENDANCE,SABBIADORO,-,"VIA LATISANA, 183",33054,0431 71355,347 5447340,0431 720845,info@lapergolalignano.it,http://www.lapergolalignano.it,73,162,73,12.V - 23.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,NO,NO,NO,NO,SI,SI,NO,NO,NO,SI,NO,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,wifi negli spazi comuni,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,NO,NO,SI,SI,NO,SI,-
84,Alberghi,PORDENONE,PORDENONE,3 Stelle ***,Casa principale,HOTEL DAMODORO,-,-,"VIA MONTEREALE, 20",33170,0434 361803,-,0434 361803,hoteldamodoro@libero.it,http://www.hoteldamodoro.it,19,36,19,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Eccellente,SI,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,SI,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
85,Alberghi,PORDENONE,PORDENONE,3 Stelle ***,Casa principale,HOTEL SANTIN,-,-,"VIA DELLE GRAZIE, 9",33170,0434 520443,-,0434 520362,info@hotelsantin.it,http://www.hotelsantin.it,96,161,96,01.I - 31.XII,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,NO,SI,NO,NO,NO,NO,SI,SI,NO,NO,SI,SI,10,200,SI,SI,SI,SI,NO,NO,SI,SI,NO,TERRAZZA SOLARIUM,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BICICLETTE GRATUITE,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
86,Alberghi,PORDENONE,PORDENONE,4 Stelle ****,Casa principale,HOTEL VILLA OTTOBONI,-,-,"PIAZZETTA OTTOBONI, 2",33170,0434 208891,-,0434 208148,villaottoboni@geturhotels.com,http://www.geturhotels.com,96,159,96,01.I - 31.XII,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,Non accessibile,SI,SI,NO,NO,NO,SI,NO,SI,SI,NO,SI,SI,SI,10,30,SI,NO,SI,SI,SI,NO,NO,SI,NO,-,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
87,Alberghi,PORDENONE,PORDENONE,4 Stelle ****,Casa principale,BEST WESTERN PARK HOTEL,-,-,"VIA MAZZINI, 43",33170,0434 27901,-,0434 522353,info@parkhotelpordenone.it,http://www.parkhotelpordenone.it,66,100,66,01.I - 31.XII,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,NO,NO,NO,NO,SI,SI,SI,SI,SI,NO,SI,SI,0,70,SI,SI,SI,SI,SI,NO,SI,SI,NO,"Sky tv, adsl Wifi, fax, fotocopie, deposito bagagli,  camere per bambini, camere per disabili, camere non fumatori",SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"city bikes, piccola officina per ciclo-turisti",SI,SI,SI,SI,SI,SI,SI,SI,SI,-
88,Alberghi,PORDENONE,PORDENONE,2 Stelle **,Casa principale,HOTEL GARNI',-,-,"VIA MONTEREALE, 27",33170,0434 365040,349 5337684,0434 365040,teresa.barazzuol@gmail.com,http://www.hotelresidencegarni.com,27,36,21,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
89,Alberghi,PORDENONE,PORDENONE,3 Stelle ***,Casa principale,ALBERGO MONTEREALE,-,-,"VIA MONTEREALE, 18",33170,0434 551011,339 8865073,0434 551011,info@hotelmontereale.com,http://www.hotelmontereale.com,28,65,28,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Eccellente,SI,NO,SI,NO,NO,SI,NO,NO,NO,SI,NO,SI,NO,0,0,SI,SI,SI,SI,SI,SI,NO,SI,NO,aria condizionata centralizzata nelle camere,SI,SI,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
90,Alberghi,PORDENONE,PORDENONE,4 Stelle ****,Casa principale,PALACE HOTEL MODERNO,-,-,"VIALE MARTELLI, 1",33170,0434 28215,-,0434 520315,info@palacehotelmoderno.it,http://www.palacehotelmoderno.it,96,131,96,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,NO,SI,NO,NO,SI,NO,SI,SI,NO,NO,NO,SI,10,150,SI,NO,SI,NO,SI,NO,SI,SI,NO,-,SI,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PALESTRA,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
91,Alberghi,PORDENONE,PORDENONE,4 Stelle ****,Casa principale,HOTEL MINERVA,-,-,"PIAZZA XX SETTEMBRE, 5",33170,0434 26066,-,0434 29748,mail@hotelminerva.it,http://www.hotelminerva.it,40,70,45,01.I - 31.XII,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,NO,SI,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,30,100,SI,SI,SI,SI,SI,SI,SI,SI,SI,-,SI,SI,SI,SI,SI,NO,SI,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BICICLETTE GRATUITE  WIRELESS GRATUITA,SI,SI,SI,SI,SI,SI,SI,SI,SI,"BANKAMERICARD,   VISA ELECTRON"
92,Alberghi,PORDENONE,PORCIA,2 Stelle **,Casa principale,BEL-SIT,BELVEDERE,-,"VIA VERDI, 10",33080,0434 921100,-,0434 921168,hotel-belsit@libero.it,,26,41,26,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,NO,SI,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,NO,0,0,SI,SI,SI,SI,NO,SI,NO,SI,NO,SISTEMA WI-FI CAMERE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
95,Alberghi,PORDENONE,SESTO AL REGHENA,3 Stelle ***,Casa principale,HOTEL IN SYLVIS,-,-,"VIA FRIULI, 2",33079,0434 694911,-,0434 694990,insylvis@libero.it,http://www.hotelinsylvis.com,30,77,30,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,SI,NO,SI,NO,SI,NO,NO,SI,NO,SI,SI,SI,0,270,SI,SI,SI,SI,NO,SI,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
